c2,c0,729,129,229,ff9a,type
317280,50042119,31829611,20470337,6307572,12679,ransom
30789,1395688,724529,466754,154048,88648,ransom
280240,46522224,29610982,19045189,5862509,60182,ransom
210389,6606176,4259188,2722866,947006,93472,ransom
170664,25798895,16251731,10455090,3222272,9119,ransom
178486,29721558,18922164,12170358,3746158,12580,ransom
39973,3468602,2043215,1315660,412387,45471,ransom
122022,17639396,11061797,7116889,2195742,10285,ransom
49008,7871750,5006562,3220147,991721,153625,ransom
215366,33224845,20976812,13494260,4158086,13473,ransom
313079,52197447,33239483,21379406,6581275,9155,ransom
32795,2759201,1594765,1027518,322358,191930,ransom
2597118,54972512,33712904,21714329,7516617,30801,ransom
98287,16365408,10415779,6699546,2061999,31067,ransom
114995,13104707,8185606,5262212,1641548,17759,ransom
50871,5558978,3374429,2172184,674898,55727,ransom
138881,14264840,8921960,5729317,1802757,8192,ransom
97675,15717493,9995286,6428623,1979656,75052,ransom
713978,10956766,6112121,3854851,1464585,252052,ransom
1776012,24188799,13371619,8404845,3265964,74961,ransom
625791,68830765,43656403,28074181,8728404,35398,ransom
200742,3900431,2323639,1506620,506283,161023,ransom
820841,26662343,16295420,10471716,3449864,3964,ransom
340444,56766360,36152904,23253081,7157741,9916,ransom
44570,4374557,2625554,1690766,527536,18042,ransom
32491,2438329,1388701,894956,281981,31314,ransom
78511,13062572,8313331,5347043,1645226,71962,ransom
178857,27119559,17092161,10995673,3388967,11577,ransom
95232,15559739,9902135,6369072,1960997,21354,ransom
71375,9183832,5680596,3655829,1130550,14033,ransom
46387,5055548,3053432,1966013,610488,57673,ransom
106293,14537543,9087841,5846539,1806781,5265,ransom
105779,17576686,11184814,7194013,2214112,71190,ransom
130164,19060321,11963071,7696754,2374021,5642,ransom
138637,23090153,14688664,9447886,2906614,16288,ransom
51957,5966942,3632789,2338639,725089,70667,ransom
114871,16495247,10332456,6647589,2051384,7377,ransom
154712,25731599,16375782,10532587,3241603,17236,ransom
50469,5452549,3306123,2128454,661501,25375,ransom
105262,14826804,9277119,5968982,1843071,49586,ransom
107956,17944610,11428500,7350701,2262476,11335,ransom
46490,3999727,2384102,1534281,482523,28203,ransom
90565,12390945,7718340,4966591,1533609,19891,ransom
27403,1920132,1057770,682396,215519,114862,ransom
272272,45398947,28889184,18581576,5717891,10561,ransom
168633,28072730,17876064,11497981,3539217,9056,ransom
34053,3004938,1750729,1128013,352914,80255,ransom
137465,20216755,12698083,8169342,2519439,12378,ransom
168815,27840159,17720988,11398031,3508595,67616,ransom
82185,11026559,6851915,4409104,1362489,4431,ransom
175607,29240610,18607524,11968365,3682381,5443,ransom
18561,430691,106515,70549,27076,123363,ransom
269536,44474845,28304771,18205353,5603774,22623,ransom
547999,30586835,19062128,12297566,3833783,11905,ransom
42634,4426932,2653442,1708733,531437,20101,ransom
64491,8070812,4969592,3198404,989756,19851,ransom
72724,8925312,5515254,3548954,1099205,12836,ransom
88154,4472097,2625321,1685297,546172,29558,ransom
104688,3893966,2270906,1463249,473279,89584,ransom
317145,52868638,33647444,21641684,6660205,8298,ransom
32689,5410246,3446855,2216982,682639,34057,ransom
126797,16991396,10659259,6855912,2123398,90804,ransom
147523,21785001,13694550,8810200,2717142,67318,ransom
366432,30101953,19215314,12340893,3915111,87255,ransom
