c2,c0,729,129,229,ff9a,type
18721565,191189165,102277659,77368680,16989452,355861,ransom
26623616,271848524,145291481,109903234,24140484,411656,ransom
23785720,242938171,129988490,98334660,21588794,428024,ransom
22777737,232655321,124393656,94103365,20657753,427923,ransom
45062007,460193965,245684930,185848545,40816410,642085,ransom
16061143,163974114,87703385,66340435,14573055,372723,ransom
25470824,260139484,138961914,105121045,23082402,377474,ransom
46339786,473143999,252389573,190913705,41942858,865875,ransom
29199415,298263527,159408248,120591621,26473040,663662,ransom
53124383,529990249,282630252,213217941,47900260,818414,ransom
13391001,136569699,73098142,55276382,12167141,453646,ransom
9578327,96029561,51260299,38664609,8663429,103275,ransom
1085358,4780975,1847797,1059806,767752,151302,ransom
20761422,205570396,108769030,81733220,18603744,376665,ransom
57468029,585156404,312297201,236195636,51976283,1011894,ransom
35834926,365127182,195086492,147462476,32542047,682310,ransom
32135959,324854328,173390929,131043239,29008882,889353,ransom
55041585,562237732,299830646,226815422,49804743,854257,ransom
35654949,364218845,194522280,147156587,32307356,643000,ransom
45578355,465535442,248625497,188077130,41299344,967003,ransom
34811924,355535826,190095536,143803765,31576313,898709,ransom
57896282,591448899,315367054,238574208,52377459,838392,ransom
31344466,320092383,171293038,129575933,28454112,671370,ransom
45072590,460419128,246029790,186121026,40861919,865165,ransom
58360367,596068261,318126796,240654549,52854466,1116795,ransom
53419079,545615016,291219283,220298547,48377820,1000180,ransom
35499528,362575938,193954730,146719747,32215799,484587,ransom
35157313,359057311,191749387,145053511,31852175,822325,ransom
50408807,514909391,274596317,207727612,45610067,835632,ransom
25899865,264515484,141106342,106742013,23439227,576466,ransom
31625010,323006956,172521772,130508509,28654459,518408,ransom
54783156,560728162,298925864,225975415,49638011,968941,ransom
33311072,340070476,181597389,137358275,30183703,660667,ransom
48499863,495386239,264067610,199762042,43865011,857405,ransom
49748740,508168802,271434480,205337896,45081629,764535,ransom
25970137,265208628,141879895,107332228,23571490,590531,ransom
50328159,514111441,274274410,207486591,45554967,1232735,ransom
82182374,839642144,447137706,338268774,74263905,1551432,ransom
57467468,585419027,289792478,236400709,51965997,1185499,ransom
57472906,544554635,290565000,248679145,50893035,855135,ransom
27818696,284132689,151885814,114899740,25228304,767632,ransom
54523462,556959535,297224733,224849256,49369377,1047103,ransom
38678043,395081985,211170759,159746598,35074482,614818,ransom
38097267,388920217,207870077,157232778,34548567,708520,ransom
